Abstract	Classification
sacral agenesis: a pilot whole exome sequencing and copy number study.  caudal regression syndrome (crs) or sacral agenesis is a rare congenital disorder characterized by a constellation of congenital caudal anomalies affecting the caudal spine and spinal cord, the hindgut, the urogenital system, and the lower limbs. crs is a complex condition, attributed to an abnormal development of the caudal mesoderm, likely caused by the effect of interacting genetic and environmental factors. a well-known risk factor is maternal type 1 diabetes. whole exome sequencing and copy number variation (cnv) analyses were conducted on 4 caucasian trios to identify de novo and inherited rare mutations. in this pilot study, exome sequencing and copy number variation (cnv) analyses implicate a number of candidate genes, including sptbn5, morn1, znf330, cltcl1 and pdzd2. de novo mutations were found in sptbn5, morn1 and znf330 and inherited predicted damaging mutations in pdzd2 (homozygous) and cltcl1 (compound heterozygous). importantly, predicted damaging mutations in pten (heterozygous), in its direct regulator gltscr2 (compound heterozygous) and in vangl1 (heterozygous) were identified. these genes had previously been linked with the crs phenotype. two cnv deletions, one de novo (chr3q13.13) and one homozygous (chr8p23.2), were detected in one of our crs patients. these deletions overlapped with cnvs previously reported in patients with similar phenotype. despite the genetic diversity and the complexity of the phenotype, this pilot study identified genetic features common across crs patients.	-1
targeted massively parallel sequencing of autism spectrum disorder-associated genes in a case control cohort reveals rare loss-of-function risk variants.  autism spectrum disorder (asd) is highly heritable, yet genome-wide association studies (gwas), copy number variation screens, and candidate gene association studies have found no single factor accounting for a large percentage of genetic risk. asd trio exome sequencing studies have revealed genes with recurrent de novo loss-of-function variants as strong risk factors, but there are relatively few recurrently affected genes while as many as 1000 genes are predicted to play a role. as such, it is critical to identify the remaining rare and low-frequency variants contributing to asd. we have utilized an approach of prioritization of genes by gwas and follow-up with massively parallel sequencing in a case-control cohort. using a previously reported asd noise reduction gwas analyses, we prioritized 837 refseq genes for custom targeting and sequencing. we sequenced the coding regions of those genes in 2071 asd cases and 904 controls of european white ancestry. we applied comprehensive annotation to identify single variants which could confer asd risk and also gene-based association analysis to identify sets of rare variants associated with asd. we identified a significant over-representation of rare loss-of-function variants in genes previously associated with asd, including a de novo premature stop variant in the well-established asd candidate gene rbfox1. furthermore, asd cases were more likely to have two damaging missense variants in candidate genes than controls. finally, gene-based rare variant association implicates genes functioning in excitatory neurotransmission and neurite outgrowth and guidance pathways including cacnad2, kcnh7, and nrxn1. we find suggestive evidence that rare variants in synaptic genes are associated with asd and that loss-of-function mutations in asd candidate genes are a major risk factor, and we implicate damaging mutations in glutamate signaling receptors and neuronal adhesion and guidance molecules. furthermore, the role of de novo mutations in asd remains to be fully investigated as we identified the first reported protein-truncating variant in rbfox1 in asd. overall, this work, combined with others in the field, suggests a convergence of genes and molecular pathways underlying asd etiology.	-1
effect of enzyme replacement therapy in late onset pompe disease: open pilot study of 48 weeks follow-up.  late-onset pompe disease (lopd) is an autosomal recessive disorder caused by deficiency of the enzyme acid glucosidase alfa (gaa). recently, enzyme replacement therapy (ert) using recombinant human gaa (rhgaa) became clinically available, and is expected to modify the clinical course in lopd of various stages. in this study, we evaluated the efficacy and adverse events of ert for 48 weeks in korean lopd patients. five korean lopd patients were included in the study. at baseline, clinical and laboratory features, including muscular and pulmonary function, were assessed, and rhgaa was infused every 2 weeks. then, patients were examined at every 12-week interval for evaluation of changes in motor and pulmonary function for 48 weeks along with adverse reactions to ert. the muscular and pulmonary function of the patients varied depending on the baseline condition of the patient after 48 weeks of ert. however, the overall function of the patients showed stabilization of the disease rather than the improvement seen in infantile-onset pompe disease. this is the first clinical study on ert of korean lopd patients. results of our study showed stabilization of muscular and pulmonary function in lopd patients for 48 weeks with a favorable prognosis for patients who received early diagnosis and ambulatory patients. one of our patients developed a serious anaphylactic reaction, which necessitated the cessation of further ert. therefore, our study shows that early diagnosis and ert are important in preventing further deterioration of the disease.	-1
predicted effects of missense mutations on native-state stability account for phenotypic outcome in phenylketonuria, a paradigm of misfolding diseases.  phenylketonuria (pku) is a genetic disease caused by mutations in human phenylalanine hydroxylase (pah). most missense mutations result in misfolding of pah, increased protein turnover, and a loss of enzymatic function. we studied the prediction of the energetic impact on pah native-state stability of 318 pku-associated missense mutations, using the protein-design algorithm foldx. for the 80 mutations for which expression analyses have been performed in eukaryote systems, in most cases we found substantial overall correlations between the mutational energetic impact and both in vitro residual activities and patient metabolic phenotype. this finding confirmed that the decrease in protein stability is the main molecular pathogenic mechanism in pku and the determinant for phenotypic outcome. metabolic phenotypes have been shown to be better predicted than in vitro residual activities, probably because of greater stringency in the phenotyping process. finally, all the remaining 238 pku missense mutations compiled at the pah locus knowledgebase (pahdb) were analyzed, and their phenotypic outcomes were predicted on the basis of the energetic impact provided by foldx. residues in exons 7-9 and in interdomain regions within the subunit appear to play an important structural role and constitute hotspots for destabilization. foldx analysis will be useful for predicting the phenotype associated with rare or new mutations detected in patients with pku. however, additional factors must be considered that may contribute to the patient phenotype, such as possible effects on catalysis and interindividual differences in physiological and metabolic processes.	1
molecular diagnosis of german patients with late-onset glycogen storage disease type ii.  in patients with late-onset glycogen storage disease type ii, one mutation, c.-32-13t>g, in the ?-glucosidase (gaa) gene is identified frequently in european populations from different regions along with many rarer mutations. we have performed molecular genetic investigations in 18 german index patients with late-onset disease. the c.-32-13t>g, c.525delt (p.glu176fsx45), and c.2481+102_2646+31del mutations were detected by pcr/restriction enzyme digest. other mutations were detected by sequencing. all patients were compound heterozygous and 17 patients harboured the c.-32-13t>g mutation. seven other previously described mutations (including the c.-32-13t>g) were identified, of which the p.c103g (c.307t>g) and the c.2481+102_2646+31del mutations were present each in three unrelated patients. sequencing revealed five novel mutations. genetic testing was able to identify the genetic defects in all patients and screening of the c.-32-13t>g mutation identified 94% of the cases. this is important for quick and reliable diagnosis, especially in view of enzyme replacement. among the rarer mutations, c.2481+102_2646+31del and p.c103g are rather frequent in germany.	-1
two novel mutations in acid ?-glucosidase gene in two patients with pompe disease.  pompe disease is an autosomal recessive lysosomal glycogen storage disorder (gsd) caused by acid ?-glucosidase (gaa) deficiency. pompe disease has a broad genotypic and phenotypic spectrum. the infantile-onset form is the most severe form and presents with hypotonia and cardiomyopathy in early infancy. the probands who died were found to have gsd type ii based on clinical and biochemical findings. we report two families with pompe disease in whom the parents' molecular analysis revealed two novel mutations: c.2045a>g (p.q682r) and c.763c>t (p.q255x).	-1
prevalence of pathogenetic mc4r mutations in italian children with early onset obesity, tall stature and familial history of obesity.  melanocortin-4-receptor (mc4r) mutations represent the most frequent genetic cause of non-syndromic early onset obesity. children carrying mc4r mutations seem to show a particular phenotype characterized by early onset, severe obesity and high stature. to verify whether mc4r mutations are associated with this particular phenotype in the italian pediatric population, we decided to screen the mc4r gene in a group of obese children selected on the basis of their phenotype. to perform this study, a multicentric approach was designed. particularly, to be enrolled in the study subjects needed to meet the following criteria: body mass index > or = 3 deviation scores according to age and sex, familiar history of obesity (at least one parent obese), obesity onset before the 10 years old, height > or = 2 deviation scores. the coding region of mc4r gene was screened in 240 obese children (mean age 8.3 +/- 3.1, mean bmi 30.8 +/- 5.4) and in 200 controls (mean age 8.1 +/- 2.8; mean bmi 14.2 +/- 2.5). three mutations have been found in five obese children. the s127l (c380t), found in three unrelated children, had been described and functionally characterized previously. the q307x (c919t) and the y332h (t994c) mutations were found in two patients. functional studies showed that only q307x impaired protein function. the low prevalence of mc4r mutations (1.6%) in this group of obese children selected according to the obesity degree, the tall stature and the family history of obesity was similar to the prevalence observed in previous screenings performed in obese adults and in not phenotypically selected obese children.	-1
novel mutations widen the phenotypic spectrum of slow skeletal/?-cardiac myosin (myh7) distal myopathy.  laing early onset distal myopathy and myosin storage myopathy are caused by mutations of slow skeletal/?-cardiac myosin heavy chain encoded by the gene myh7, as is a common form of familial hypertrophic/dilated cardiomyopathy. the mechanisms by which different phenotypes are produced by mutations in myh7, even in the same region of the gene, are not known. to explore the clinical spectrum and pathobiology, we screened the myh7 gene in 88 patients from 21 previously unpublished families presenting with distal or generalized skeletal muscle weakness, with or without cardiac involvement. twelve novel mutations have been identified in thirteen families. in one of these families, the father of the proband was found to be a mosaic for the myh7 mutation. in eight cases, de novo mutation appeared to have occurred, which was proven in four. the presenting complaint was footdrop, sometimes leading to delayed walking or tripping, in members of 17 families (81%), with other presentations including cardiomyopathy in infancy, generalized floppiness, and scoliosis. cardiac involvement as well as skeletal muscle weakness was identified in nine of 21 families. spinal involvement such as scoliosis or rigidity was identified in 12 (57%). this report widens the clinical and pathological phenotypes, and the genetics of myh7 mutations leading to skeletal muscle diseases.	-1
mutation screening in dilated cardiomyopathy: prominent role of the beta myosin heavy chain gene.  familial dilated cardiomyopathy (fdcm) is associated with mutations in more than 10 genes, but genes mutation frequencies and associated clinical features remain largely unknown. here, we performed a mutation analysis of four genes involved in fdcm in a population of idiopathic dcm. a sscp and sequencing mutation screening of all the exons coding for beta myosin heavy chain (myh7 gene), cardiac t troponin (tnnt2 gene), phospholamban (pln gene), and the cardio-specific exon of metavinculin (vcl gene) were performed in 96 independent patients (54 familial and 42 sporadic). it led to the identification of eight heterozygous mutations, seven new ones in myh7, and the already described r141w mutation in tnnt2. myh7 mutations (in five familial and two sporadic cases) substitute residues located either in the head (i201t, t412n, a550v) or tail domains (t1019n, r1193s, e1426k, r1634s) of the protein. dcm was not associated with skeletal myopathy or conduction defects in any patients. contrasting clinical features were observed between myh7 and tnnt2 mutations carriers. in myh7 vs. tnnt2, mean age at diagnosis was late (p<0.03), penetrance was incomplete in adults (56 vs. 100%), and mean age at major cardiac event was higher (p<0.04). we have identified seven mutations in myh7, one in tnnt2, and none in pln or in the vcl cardio-specific exon. myh7 appears as the most frequently mutated gene in our fdcm population (approximately 10%), and mutation carriers present with delayed onset, in contrast to tnnt2.	-1
mutations in the pds gene in german families with pendred's syndrome: v138f is a founder mutation.  pendred's syndrome, an autosomal-recessive condition characterized by congenital sensorineural hearing loss and goiter, is caused by mutations in the pds gene. located on chromosome 7q22-q31, it encodes a chloride-iodide transporter expressed in the thyroid, inner ear, and kidney. we investigated the pds gene of six affected individuals from four unrelated families with pendred's syndrome by direct sequencing. pds mutations were identified in homozygous or compound heterozygous state in all six cases. a homozygous missense mutation leading to the amino acid substitution s133t was detected in a family of turkish origin. the mutations found in the other affected individuals, who originate from germany, were v138f/y530h, v138f/e384g, and v138f/v138f. because v138f was found in the german patients with pendred's syndrome on at least one allele, we genotyped five microsatellite markers located in the pds region. all affected german individuals shared a common haplotype at three microsatellite markers located close to or within the pds gene. we therefore concluded that v138f is a founder mutation in our cohort of german families with pendred's syndrome.	-1
early onset her2-positive breast cancer is associated with germline tp53 mutations.  germline tp53 mutations predispose to early onset breast cancer in women and are associated with li-fraumeni syndrome. published data on the pathological characteristics of breast cancer among women with tp53 mutations is limited. we retrospectively reviewed the clinical records of women who underwent genetic testing for suspected germline tp53 mutations and who were diagnosed with breast cancer between 2000 and 2011. the pathological characteristics of the breast tumors from patients testing positive for a mutation (cases) were compared with those testing negative (controls). patients who tested positive for germlinetp53 mutations (n = 30) were compared with controls (n = 79). human epidermal growth factor receptor 2 (her2) amplification and/or overexpression was found in 67% of the tumors from the cases, compared with 25% for the controls (p = .0001). among patients with a mutation, 70% had estrogen receptor- and/or progesterone receptor-positive tumors, compared with 68% in the control group (p = .87). after adjusting for age at breast cancer diagnosis, having a her2-positive tumor increased the odds of testing positive for a germline tp53 mutation (odds ratio, 6.9; 95% confidence interval, 2.6-18.2). for each yearly increment in age at breast cancer diagnosis, there was decreased likelihood of having a tp53 mutation of 5% (odds ratio, 0.95; 95% confidence interval0.91-0.99). this study suggests an association between germline tp53 mutations and early onset her2-positive breast cancer. if confirmed in a larger cohort, these results could guide genetic testing strategies, lead to chemoprevention trials incorporating her2-targeted therapies, and elucidate some of the molecular pathways involved in breast cancer.	-1
mutational analysis of the gla gene in mexican families with fabry disease.  fabry disease (fd) is a lysosomal storage disorder, which develops due to a deficiency in the hydrolytic enzyme, ?-galactosidase a (?-gal a). alpha-gal a hydrolyzes glycosphingolipid globotriaosylceramide (gb3), and an ?-gal a deficiency leads to gb3 accumulation in tissues and cells in the body. this pathology is likely to involve multiple systems, but it is generally considered to affect primarily vascular endothelium. in this study, we investigated mutations in the gla gene, which encodes ?-gal a, in mexican families with fd. we included seven probands with fd that carried known mutations. we analysed pedigrees of the probands, and performed molecular screening in 65 relatives with the potential of carrying a gla mutation. five mutations (p40s, ivs4+4, g328v, r363h, r404del) were detected in seven unrelated mexican families with the classic fd phenotype. of the 65 relatives examined, 42 (64.6%) had a gla gene mutation. in summary, among seven mexican probands with fd, 65 relatives were at risk of carrying a known gla mutation, and molecular screening identified 42 individuals with the mutation. thus, our findings showed that it is important to perform molecular analysis in families with fd to detect mutations and to provide accurate diagnoses for individuals that could be affected.	-1
mutational spectrum of phenylalanine hydroxylase deficiency in the population resident in catalonia: genotype-phenotype correlation.  hyperphenylalaninemia (hpa) is a group of diseases characterized by the persistent elevation of phenylalanine levels in tissues and biological fluids. it is an autosomal recessive disorder affecting 1 in 10,000 individuals in caucasian populations and about 1 in 6,600 in catalonia. we report the mutational spectrum of phenylalanine hydroxylase deficiency in the population living in catalonia and the genotype-phenotype correlation. the molecular study was performed in 383 samples corresponding to 115 patients from 99 unrelated families and 268 relatives. we have characterized 90% of the mutant alleles; there were 57 different mutations, 49 of which have previously been described, 8 being novel mutations and two being large deletions. the 57 mutations detected corresponded to: five nonsense, seven frameshift, and eight splice defects, the remainder being missense mutations. these mutations cause 72 different genotypes in the 83 families characterized, confirming the mutational heterogeneity of phenylketonuria (pku) in the mediterranean population. according to our biochemical classification, our hpa population is composed of 40 pku (35%), 36 variant pku (31%), and 39 non-pku hpa (34%). mutations such as ivs 10, a403 v, and e390g correlated as expected with the phenotype and the predicted residual activity in vitro. however, in four cases (165 t, v388 m, r261q, and y414 c), the observed metabolic phenotype was not consistent with the predicted genotypic effect. the identification of the mutations in the pah gene and the genotype-phenotype correlation should facilitate the evaluation of metabolic phenotypes, diagnosis, implementation of optimal dietary therapy, and determination of prognosis in the patients and genetic counselling for the patient's relatives.	-1
a novel p53 germline alteration identified in a late onset breast cancer kindred.  germline mutations in the p53 tumor suppressor gene are associated with the li-fraumeni syndrome, characterized by childhood sarcoma, leukemia and early onset breast cancer and has occasionally been found also in familial breast-ovarian cancer. most mutations found are of missense type and located in the central region of the gene (exons 5 to 8). in the present study, a germline p53 alteration was identified in a late onset breast cancer family (kindred lund 5; mean age 58 years) using single stranded conformation polymorphism and sequence analysis. the mutation (a ccg to ctg transition) at codon 82 in exon 4, resulting in a proline to leucine substitution, has not previously been reported and was not present in a control set of 60 healthy individuals. three of five woman with breast cancer (45, 57 and 65 years) were carriers of the alteration. loss of heterozygosity at the p53 locus was not seen in the primary tumors of these women, but appeared as a partial loss of the wildtype allele in subsequent recurrent lesions of two gene carriers. the family manifested no linkage to the p53 gene (a two-point lod-score of -0.41), and has previously also been excluded for linkage to the brca1 and brca2 loci, as well as being carrier of a brca1 germline mutation. although it seems unlikely that the p53 germline mutation is the major cause of disease predisposition in lund 5, the data suggest that some p53 alteration may confer a subtle influence on breast cancer development and progression.	-1
functional and structural characterisation of 5 missense mutations of the phenylalanine hydroxylase.  phenylketonuria (pku) and hyperphenylalaninemia (hpa) are a group of genetic disorders predominantly caused by mutations in the phenylalanine hydroxylase (pah) gene. to date, more than 950 variants have been identified, however the pathogenic mechanism of many variants remains unknown. in this study, in silico prediction and in vitro prokaryotic and eukaryotic expression systems were used to functionally characterize five pah missense variants (p.f233i, p.r270i, p.f331s, p.s350y, and p.l358f) previously identified in slovak and czech patients. p.f233i, p.r270i, and p.s350y were classified as deleterious mutations since they showed no specific activity in functional assay and no response to chaperone co-expression. protein levels of these pah variants were very low when expressed in hepg2 cells, and only p.s350y responded to bh4 precursor overload by significant increase in pah monomer, probably due to reduced rate of protein degradation as the result of proper protein folding. variants p.f331s and p.l358f exerted residual enzymatic activity in vitro. while the first can be classified as probably pathogenic due to its very low protein levels in hepg2 cells, the latter is considered to be mild mutation with protein levels of approximately 17.85% compared to wt pah. our findings contribute to better understanding of structure and function of pah mutated enzymes and optimal treatment of pku patients carrying these mutations using bh4 supplementation.	1
enzyme assay and clinical assessment in subjects with a chinese hotspot late-onset fabry mutation (ivs4 + 919g?a).  newborn screening for fabry disease in taiwan chinese has revealed a high incidence of the late-onset gla mutation ivs4 + 919g?a (?1 in 1,500-1,600 males). we studied 94 adults with this mutation [22 men, 72 women; mean age: men 57.8  6.0 (range 42-68), women 39.1  14.1 years (range 19-82)]. plasma ?-galactosidase a activity assay was 10.4  11.2% of normal in the men and 48.6  19.5% of normal in the women. echocardiography in 90 of the adults revealed left ventricular hypertrophy (lvh) in 19 (21%), including 14 of 21 men (67%) and 5 of 69 women (7%). microalbuminuria, based on the urine albumin-to-creatinine ratio measured on at least two occasions, was present in 17 of 86 subjects (20%) (men: 5/20, 25%; women 12/66, 18%). at least one ocular manifestation consistent with fabry disease was present in 41 of 52 subjects (79%) who underwent ophthalmologic examination, including 8 (15%) with conjunctival vessel tortuosity, 15 (29%) with cornea verticillata, 10 (19%) with fabry cataract, and 34 (65%) with retinal vessel tortuosity. among subjects over 40 years of age, men were more likely than women to have lvh [14/21 (67%) vs 5/25 (20%), p < 0.001]. cardiovascular, renal and ocular abnormalities are highly prevalent in adult taiwan chinese subjects with the fabry mutation ivs4 + 919g?a. our findings contribute to the limited understanding of the course of this late-onset disease variant and underscore the need for close follow up in such patients.	-1
clinical and gaa gene mutation analysis in mainland chinese patients with late-onset pompe disease: identifying c.2238g > c as the most common mutation.  pompe disease is an autosomal recessive lysosomal glycogen storage disorder that has been reported in different ethnic populations which carry different common mutations of the acid alpha-glucosidase (gaa) gene. the gaa mutation pattern in mainland chinese patients with late-onset pompe disease is still not well understood. we presented the clinical and genetic characteristics of 27 mainland chinese late-onset pompe patients from 24 families. gaa mutation analysis revealed 26 different mutations, including 10 that were novel. the allelic frequency of c.2238g > c (p.w746c) was found to be 27.08% in this patient group. respiratory dysfunction was diagnosed in 10 of 11 patients who underwent pulmonary function evaluation, although only four required ventilator support at night. our findings indicate that c.2238g > c (p.w746c) is the most common mutation in mainland chinese late-onset pompe patients, as observed in taiwanese patients. the novel mutations identified in this study expand the genetic spectrum of late-onset pompe disease, and the prevalence of respiratory dysfunction highlights the importance of monitoring pulmonary function in late-onset pompe patients.	-1
the importance of e-cadherin binding partners to evaluate the pathogenicity of e-cadherin missense mutations associated to hdgc.  in hereditary diffuse gastric cancer (hdgc), cdh1 germline gene alterations are causative events in 30% of the cases. in 20% of hdgc families, cdh1 germline mutations are of the missense type and the mutation carriers constitute a problem in terms of genetic counseling and surveillance. to access the pathogenic relevance of missense mutations, we have previously developed an in vitro method to functionally characterize them. pathogenic e-cadherin missense mutants fail to aggregate and become more invasive, in comparison with cells expressing the wild-type (wt) protein. herein, our aim was to develop a complementary method to unravel the pathogenic significance of e-cadherin missense mutations. we used cells stably expressing wt e-cadherin and seven hdgc-associated mutations (five intracellular and two extracellular) and studied by proximity ligation assays (pla) how these mutants bind to fundamental regulators of e-cadherin function and trafficking. we focused our attention on the interaction with: p120, ?-catenin, pipki? and hakai. we showed that cytoplasmic e-cadherin mutations affect the interaction of one or more binding partners, compromising the e-cadherin stability at the plasma membrane and likely affecting the adhesion complex competence. in the present work, we demonstrated that the study of the interplay between e-cadherin and its binding partners, using pla, is an easy, rapid, quantitative and highly reproducible technique that can be applied in routine labs to verify the pathogenicity of e-cadherin missense mutants for hdgc diagnosis, especially those located in the intracellular domain of the protein.	1
application of whole-exome sequencing to direct the specific functional testing and diagnosis of rare inherited bleeding disorders in patients from the resund region, scandinavia.  rare inherited bleeding disorders (ibd) are a common cause of bleeding tendency. to ensure a correct diagnosis, specialized laboratory analyses are necessary. this study reports the results of an upfront diagnostic strategy using targeted whole exome sequencing. in total, 156 patients with a significant bleeding assessment tool score participated in the study, of which a third had thrombocytopenia. eighty-seven genes specifically associated with genetic predisposition to bleeding were analysed by whole exome sequencing. variants were classified according to the five-tier scheme. we identified 353 germline variants. eight patients (5%) harboured a known pathogenic variant. of the 345 previously unknown variants, computational analyses predicted 99 to be significant. further filtration according to the mendelian inheritance pattern, resulted in 59 variants being predicted to be clinically significant. moreover, 34% (20/59) were assigned as novel class 4 or 5 variants upon targeted functional testing. a class 4 or 5 variant was identified in 30% of patients with thrombocytopenia (14/47) versus 11% of patients with a normal platelet count (12/109) (p < 001). an ibd diagnosis has a major clinical impact. the genetic investigations detailed here extricated our patients from a diagnostic conundrum, thus demonstrating that continuous optimization of the diagnostic work-up of ibd is of great benefit.	-1
germline cdh1 mutations in bilateral lobular carcinoma in situ.  invasive lobular breast cancer (ilc) and lobular carcinoma in situ (lcis) are characterised by loss of e-cadherin expression. however germline cdh1 mutations are rare in cases of ilc with no family history of hereditary diffuse gastric cancer (hdgc) and have not been described in women with lcis. we screened the cdh1 gene in 50 cases of bilateral lcis/ilc using sanger sequencing and mlpa. sanger sequencing revealed four pathogenic germline mutations, including a novel splicing mutation (c.48+1g>a). the remaining three (c.1465insc, c.1942g>t, c.2398delc) have been previously described. all four cases had bilateral lcis +/- ilc and no family history of gastric cancer. cdh1 germline mutations have not been previously described in women with lcis. we have shown that germline cdh1 mutations are associated with early onset of bilateral lcis with or without ilc in women without a family history of gastric cancer. cdh1 mutation screening should be considered in women with early onset of bilateral lcis/ilc with no family history of hdgc.	-1
targeted next-generation sequencing for the molecular genetic diagnostics of cardiomyopathies.  today, mutations in more than 30 different genes have been found to cause inherited cardiomyopathies, some associated with very poor prognosis. however, because of the genetic heterogeneity and limitations in throughput and scalability of current diagnostic tools up until now, it is hardly possible to genetically characterize patients with cardiomyopathy in a fast, comprehensive, and cost-efficient manner. we established an array-based subgenomic enrichment followed by next-generation sequencing to detect mutations in patients with hypertrophic cardiomyopathy (hcm) and dilated cardiomyopathy (dcm). with this approach, we show that the genomic region of interest can be enriched by a mean factor of 2169 compared with the coverage of the whole genome, resulting in high sequence coverage of selected disease genes and allowing us to define the genetic pathogenesis of cardiomyopathies in a single sequencing run. in 6 patients, we detected disease-causing mutations, 2 microdeletions, and 4 point mutations. furthermore, we identified several novel nonsynonymous variants, which are predicted to be harmful, and hence, might be potential disease mutations or modifiers for dcm or hcm. the approach presented here allows for the first time a comprehensive genetic screening in patients with hereditary dcm or hcm in a fast and cost-efficient manner.	-1
germline pten mutations are rare and highly penetrant.  cowden syndrome (multiple hamartoma syndrome, mim 158350) is an early onset syndrome characterized by multiple hamartomas in the skin, mucous membranes, breast, thyroid and endometrium. patients with cowden syndrome have increased risk of breast cancer, thyroid cancer and endometrial cancer. in 1997 germline mutations in pten were demonstrated to cause cowden syndrome. we report the results of diagnostic and predictive testing in all families with cowden syndrome or suspected cowden syndrome registered at the norwegian cancer family clinics. pten mutations were found in all six families meeting the clinical criteria for cowden syndrome, in none of the two families assumed to have cowden syndrome but not fulfilling the criteria, and in none of the eight families selected in our computerized medical files to have a combination of breast and thyroid cancers. age-related penetrances for the various neoplasms are given. all families but one were small and de novo mutations were found.	-1
prioritizing variants in complete hereditary breast and ovarian cancer genes in patients lacking known brca mutations.  brca1 and brca2 testing for hereditary breast and ovarian cancer (hboc) does not identify all pathogenic variants. sequencing of 20 complete genes in hboc patients with uninformative test results (n = 287), including noncoding and flanking sequences of atm, bard1, brca1, brca2, cdh1, chek2, epcam, mlh1, mre11a, msh2, msh6, mutyh, nbn, palb2, pms2, pten, rad51b, stk11, tp53, and xrcc2, identified 38,372 unique variants. we apply information theory (it) to predict and prioritize noncoding variants of uncertain significance in regulatory, coding, and intronic regions based on changes in binding sites in these genes. besides mrna splicing, it provides a common framework to evaluate potential affinity changes in transcription factor (tfbss), splicing regulatory (srbss), and rna-binding protein (rbbss) binding sites following mutation. we prioritized variants affecting the strengths of 10 splice sites (four natural, six cryptic), 148 srbs, 36 tfbs, and 31 rbbs. three variants were also prioritized based on their predicted effects on mrna secondary (2) structure and 17 for pseudoexon activation. additionally, four frameshift, two in-frame deletions, and five stop-gain mutations were identified. when combined with pedigree information, complete gene sequence analysis can focus attention on a limited set of variants in a wide spectrum of functional mutation types for downstream functional and co-segregation analysis.	-1
spectrum of mutations of the lpl gene identified in italy in patients with severe hypertriglyceridemia.  monogenic hypertriglyceridemia (htg) may result from mutations in some genes which impair the intravascular lipolysis of triglyceride (tg)-rich lipoproteins mediated by the enzyme lipoprotein lipase (lpl). mutations in the lpl gene are the most frequent cause of monogenic htg (familial chylomicronemia) with recessive transmission. the lpl gene was resequenced in 149 patients with severe htg (tg > 10 mmol/l) and 106 patients with moderate htg (tg > 4.5 and <10 mmol/l) referred to tertiary lipid clinics in italy. in the group of severe htg, 26 patients (17.4%) were homozygotes, 9 patients (6%) were compound heterozygotes and 15 patients (10%) were simple heterozygotes for rare lpl gene variants. single or multiple episodes of pancreatitis were recorded in 24 (48%) of these patients. there was no difference in plasma tg concentration between patients with or without a positive history of pancreatitis. among moderate htg patients, six patients (5.6%) were heterozygotes for rare lpl variants; two of them had suffered from pancreatitis. overall 36 rare lpl variants were found, 15 of which not reported previously. systematic analysis of close relatives of mutation carriers led to the identification of 44 simple heterozygotes (plasma tg 3.2  4.1 mmol/l), none of whom had a positive history of pancreatitis. the prevalence of rare lpl variants in patients with severe or moderate htg, referred to tertiary lipid clinics, was 50/149 (33.5%) and 6/106 (5.6%), respectively. systematic analysis of relatives of mutation carriers is an efficient way to identify heterozygotes who may develop severe htg.	-1
gain-of-function raf1 mutations cause noonan and leopard syndromes with hypertrophic cardiomyopathy.  noonan and leopard syndromes are developmental disorders with overlapping features, including cardiac abnormalities, short stature and facial dysmorphia. increased ras signaling owing to ptpn11, sos1 and kras mutations causes approximately 60% of noonan syndrome cases, and ptpn11 mutations cause 90% of leopard syndrome cases. here, we report that 18 of 231 individuals with noonan syndrome without known mutations (corresponding to 3% of all affected individuals) and two of six individuals with leopard syndrome without ptpn11 mutations have missense mutations in raf1, which encodes a serine-threonine kinase that activates mek1 and mek2. most mutations altered a motif flanking ser259, a residue critical for autoinhibition of raf1 through 14-3-3 binding. of 19 subjects with a raf1 mutation in two hotspots, 18 (or 95%) showed hypertrophic cardiomyopathy (hcm), compared with the 18% prevalence of hcm among individuals with noonan syndrome in general. ectopically expressed raf1 mutants from the two hcm hotspots had increased kinase activity and enhanced erk activation, whereas non-hcm-associated mutants were kinase impaired. our findings further implicate increased ras signaling in pathological cardiomyocyte hypertrophy.	1
identification of a new missense mutation at arg403, a cpg mutation hotspot, in exon 13 of the beta-myosin heavy chain gene in hypertrophic cardiomyopathy.  	-1
mutations in the human genes encoding the transcription factors of the hepatocyte nuclear factor (hnf)1 and hnf4 families: functional and pathological consequences.  mutations in the human genes encoding the tissue-specific transcription factors hepatocyte nuclear factor (hnf)1alpha, hnf1beta and hnf4alpha are responsible for maturity onset diabetes of the young (mody), a monogenic dominant inherited form of diabetes mellitus characterized by defective insulin secretion of the pancreatic beta-cells. in addition, the mutated hnf1beta gene causes defective development of the kidney and genital malformation. this review summarizes the main features of these transcription factors and discusses potential events leading to the specific disease phenotypes.	-1
